timestamp, trade_timestamp,cur_price,volume,ask_bid,change_price,sid,ob_timestamp,ask_price,ask_size,bid_price,bid_size
2018-12-04 17:42:01,601, 1543912915000,4504000.0,0.04,ASK,117000.0,1543912915000000,1543912921503,4505000.0,999999999999,4504000.0,999999999999
2018-12-04 17:42:02,205, 1543912915000,4504000.0,0.04,ASK,117000.0,1543912915000000,1543912922115,4505000.0,999999999999,4504000.0,999999999999
2018-12-04 17:42:02,939, 1543912915000,4504000.0,0.04,ASK,117000.0,1543912915000000,1543912922727,4505000.0,999999999999,4504000.0,999999999999
2018-12-04 17:42:03,606, 1543912915000,4504000.0,0.04,ASK,117000.0,1543912915000000,1543912923228,4505000.0,999999999999,4504000.0,999999999999
2018-12-04 17:42:39,537, 1543912959000,4504000.0,0.04,ASK,117000.0,1543912959000000,1543912958831,4506000.0,999999999999,4504000.0,999999999999
2018-12-04 17:42:40,142, 1543912959000,4504000.0,0.04,ASK,117000.0,1543912959000000,1543912959567,4506000.0,999999999999,4504000.0,999999999999
2018-12-04 17:42:40,747, 1543912959000,4504000.0,0.04,ASK,117000.0,1543912959000000,1543912960627,4506000.0,999999999999,4504000.0,999999999999
2018-12-04 17:42:41,358, 1543912959000,4504000.0,0.04,ASK,117000.0,1543912959000000,1543912960627,4506000.0,999999999999,4504000.0,999999999999
2018-12-04 17:42:41,967, 1543912959000,4504000.0,0.04,ASK,117000.0,1543912959000000,1543912961324,4506000.0,999999999999,4504000.0,999999999999
2018-12-04 17:42:42,577, 1543912959000,4504000.0,0.04,ASK,117000.0,1543912959000000,1543912962014,4506000.0,999999999999,4504000.0,999999999999
2018-12-04 17:42:43,181, 1543912959000,4504000.0,0.04,ASK,117000.0,1543912959000000,1543912962702,4506000.0,999999999999,4504000.0,999999999999
2018-12-04 17:42:43,787, 1543912959000,4504000.0,0.04,ASK,117000.0,1543912959000000,1543912963326,4506000.0,999999999999,4504000.0,999999999999
2018-12-04 17:42:44,389, 1543912964000,4504000.0,0.00154918,ASK,117000.0,1543912964000000,1543912963948,4506000.0,999999999999,4504000.0,999999999999
2018-12-04 17:42:45,000, 1543912964000,4506000.0,0.0668423,BID,119000.0,1543912964000001,1543912964499,4506000.0,999999999999,4504000.0,999999999999
2018-12-04 17:42:45,606, 1543912964000,4506000.0,0.0668423,BID,119000.0,1543912964000001,1543912965114,4506000.0,999999999999,4504000.0,999999999999
2018-12-04 17:43:05,481, 1543912984000,4502000.0,0.01,ASK,115000.0,1543912984000000,1543912985233,4505000.0,999999999999,4502000.0,999999999999
2018-12-04 17:43:06,087, 1543912984000,4502000.0,0.01,ASK,115000.0,1543912984000000,1543912985748,4505000.0,999999999999,4502000.0,999999999999
2018-12-04 17:43:06,691, 1543912984000,4502000.0,0.01,ASK,115000.0,1543912984000000,1543912986261,4505000.0,999999999999,4502000.0,999999999999
2018-12-04 17:43:07,299, 1543912984000,4502000.0,0.01,ASK,115000.0,1543912984000000,1543912986787,4505000.0,999999999999,4502000.0,999999999999
2018-12-04 17:43:07,932, 1543912984000,4502000.0,0.01,ASK,115000.0,1543912984000000,1543912987330,4505000.0,999999999999,4502000.0,999999999999
2018-12-04 17:43:08,534, 1543912984000,4502000.0,0.01,ASK,115000.0,1543912984000000,1543912987925,4505000.0,999999999999,4502000.0,999999999999
2018-12-04 17:43:09,158, 1543912988000,4502000.0,2.0,ASK,115000.0,1543912988000003,1543912988576,4502000.0,999999999999,4501000.0,999999999999
2018-12-04 17:43:09,765, 1543912989000,4502000.0,0.44925685,BID,115000.0,1543912989000001,1543912989244,4502000.0,999999999999,4501000.0,999999999999
2018-12-04 17:43:10,368, 1543912990000,4503000.0,0.011,ASK,116000.0,1543912990000000,1543912989960,4505000.0,999999999999,4503000.0,999999999999
2018-12-04 17:43:11,067, 1543912990000,4503000.0,0.13974315,ASK,116000.0,1543912990000001,1543912990625,4502000.0,999999999999,4501000.0,999999999999
2018-12-04 17:43:11,668, 1543912990000,4503000.0,0.13974315,ASK,116000.0,1543912990000001,1543912991164,4502000.0,999999999999,4500000.0,999999999999
2018-12-04 17:43:12,282, 1543912991000,4500000.0,0.70872675,ASK,113000.0,1543912991000008,1543912991775,4502000.0,999999999999,4500000.0,999999999999
2018-12-04 17:43:12,887, 1543912991000,4500000.0,0.70872675,ASK,113000.0,1543912991000008,1543912992551,4502000.0,999999999999,4500000.0,999999999999
2018-12-04 17:43:13,485, 1543912991000,4500000.0,0.70872675,ASK,113000.0,1543912991000008,1543912993098,4502000.0,999999999999,4500000.0,999999999999
2018-12-04 17:43:14,089, 1543912993000,4502000.0,0.82840908,BID,115000.0,1543912993000000,1543912993637,4504000.0,999999999999,4502000.0,999999999999
2018-12-04 17:43:14,758, 1543912994000,4502000.0,0.59,ASK,115000.0,1543912994000000,1543912994711,4505000.0,999999999999,4502000.0,999999999999
2018-12-04 17:43:15,362, 1543912994000,4502000.0,0.59,ASK,115000.0,1543912994000000,1543912994711,4505000.0,999999999999,4502000.0,999999999999
2018-12-04 17:43:15,966, 1543912994000,4502000.0,0.59,ASK,115000.0,1543912994000000,1543912995869,4505000.0,999999999999,4502000.0,999999999999
2018-12-04 17:43:16,575, 1543912994000,4502000.0,0.59,ASK,115000.0,1543912994000000,1543912996353,4505000.0,999999999999,4502000.0,999999999999
2018-12-04 17:43:17,175, 1543912994000,4502000.0,0.59,ASK,115000.0,1543912994000000,1543912996870,4505000.0,999999999999,4502000.0,999999999999
2018-12-04 17:43:17,782, 1543912994000,4502000.0,0.59,ASK,115000.0,1543912994000000,1543912997351,4505000.0,999999999999,4502000.0,999999999999
2018-12-04 17:43:18,393, 1543912994000,4502000.0,0.59,ASK,115000.0,1543912994000000,1543912997961,4505000.0,999999999999,4502000.0,999999999999
2018-12-04 17:43:19,037, 1543912994000,4502000.0,0.59,ASK,115000.0,1543912994000000,1543912998507,4505000.0,999999999999,4502000.0,999999999999
2018-12-04 17:43:38,854, 1543913017000,4502000.0,0.027,BID,115000.0,1543913017000000,1543913018800,4502000.0,999999999999,4500000.0,999999999999
2018-12-04 17:43:39,459, 1543913017000,4502000.0,0.027,BID,115000.0,1543913017000000,1543913019407,4502000.0,999999999999,4500000.0,999999999999
2018-12-04 17:43:40,081, 1543913017000,4502000.0,0.027,BID,115000.0,1543913017000000,1543913019407,4502000.0,999999999999,4500000.0,999999999999
2018-12-04 17:43:40,694, 1543913017000,4502000.0,0.027,BID,115000.0,1543913017000000,1543913020648,4502000.0,999999999999,4500000.0,999999999999
2018-12-04 17:43:41,287, 1543913017000,4502000.0,0.027,BID,115000.0,1543913017000000,1543913021196,4502000.0,999999999999,4500000.0,999999999999
2018-12-04 17:44:01,090, 1543913040000,4498000.0,0.00059213,ASK,111000.0,1543913040000000,1543913040969,4499000.0,999999999999,4498000.0,999999999999
2018-12-04 17:44:01,748, 1543913040000,4498000.0,0.00059213,ASK,111000.0,1543913040000000,1543913041596,4499000.0,999999999999,4498000.0,999999999999
2018-12-04 17:44:02,415, 1543913040000,4498000.0,0.00059213,ASK,111000.0,1543913040000000,1543913041596,4499000.0,999999999999,4498000.0,999999999999
2018-12-04 17:44:03,084, 1543913042000,4498000.0,0.0619766,ASK,111000.0,1543913042000000,1543913042334,4499000.0,999999999999,4498000.0,999999999999
2018-12-04 17:44:22,919, 1543913057000,4500000.0,0.09736528,BID,113000.0,1543913057000000,1543913062443,4500000.0,999999999999,4497000.0,999999999999
2018-12-04 17:44:23,579, 1543913057000,4500000.0,0.09736528,BID,113000.0,1543913057000000,1543913063209,4500000.0,999999999999,4497000.0,999999999999
2018-12-04 17:44:24,245, 1543913057000,4500000.0,0.09736528,BID,113000.0,1543913057000000,1543913063738,4500000.0,999999999999,4497000.0,999999999999
2018-12-04 17:44:24,899, 1543913057000,4500000.0,0.09736528,BID,113000.0,1543913057000000,1543913064361,4500000.0,999999999999,4497000.0,999999999999
2018-12-04 17:44:25,536, 1543913057000,4500000.0,0.09736528,BID,113000.0,1543913057000000,1543913064981,4500000.0,999999999999,4497000.0,999999999999
2018-12-04 17:44:26,184, 1543913057000,4500000.0,0.09736528,BID,113000.0,1543913057000000,1543913066022,4500000.0,999999999999,4497000.0,999999999999
2018-12-04 17:44:26,819, 1543913057000,4500000.0,0.09736528,BID,113000.0,1543913057000000,1543913066576,4500000.0,999999999999,4497000.0,999999999999
2018-12-04 17:44:27,458, 1543913057000,4500000.0,0.09736528,BID,113000.0,1543913057000000,1543913067122,4500000.0,999999999999,4497000.0,999999999999
2018-12-04 17:44:28,279, 1543913066000,4500000.0,0.218,BID,113000.0,1543913066000000,1543913067718,4500000.0,999999999999,4497000.0,999999999999
2018-12-04 17:44:28,900, 1543913066000,4500000.0,0.218,BID,113000.0,1543913066000000,1543913068365,4500000.0,999999999999,4497000.0,999999999999
2018-12-04 17:44:29,541, 1543913066000,4500000.0,0.218,BID,113000.0,1543913066000000,1543913068950,4500000.0,999999999999,4497000.0,999999999999
2018-12-04 17:44:30,230, 1543913066000,4500000.0,0.218,BID,113000.0,1543913066000000,1543913070170,4500000.0,999999999999,4497000.0,999999999999
2018-12-04 17:44:31,040, 1543913070000,4500000.0,0.035,BID,113000.0,1543913070000001,1543913070699,4501000.0,999999999999,4500000.0,999999999999
2018-12-04 17:44:31,688, 1543913070000,4500000.0,0.046,ASK,113000.0,1543913070000003,1543913071519,4501000.0,999999999999,4500000.0,999999999999
2018-12-04 17:44:32,326, 1543913070000,4500000.0,0.046,ASK,113000.0,1543913070000003,1543913072164,4501000.0,999999999999,4500000.0,999999999999
2018-12-04 17:44:32,963, 1543913070000,4500000.0,0.046,ASK,113000.0,1543913070000003,1543913072756,4501000.0,999999999999,4500000.0,999999999999
2018-12-04 17:44:33,705, 1543913070000,4500000.0,0.046,ASK,113000.0,1543913070000003,1543913073299,4501000.0,999999999999,4500000.0,999999999999
2018-12-04 17:44:34,451, 1543913070000,4500000.0,0.046,ASK,113000.0,1543913070000003,1543913074403,4501000.0,999999999999,4500000.0,999999999999
2018-12-04 17:44:35,099, 1543913070000,4500000.0,0.046,ASK,113000.0,1543913070000003,1543913074913,4501000.0,999999999999,4500000.0,999999999999
2018-12-04 17:44:35,781, 1543913070000,4500000.0,0.046,ASK,113000.0,1543913070000003,1543913075451,4501000.0,999999999999,4500000.0,999999999999
2018-12-04 17:44:36,431, 1543913070000,4500000.0,0.046,ASK,113000.0,1543913070000003,1543913076233,4501000.0,999999999999,4500000.0,999999999999
2018-12-04 17:44:37,089, 1543913070000,4500000.0,0.046,ASK,113000.0,1543913070000003,1543913076731,4501000.0,999999999999,4500000.0,999999999999
2018-12-04 17:44:37,799, 1543913070000,4500000.0,0.046,ASK,113000.0,1543913070000003,1543913077392,4501000.0,999999999999,4500000.0,999999999999
2018-12-04 17:44:38,449, 1543913070000,4500000.0,0.046,ASK,113000.0,1543913070000003,1543913077881,4501000.0,999999999999,4500000.0,999999999999
2018-12-04 17:44:39,096, 1543913070000,4500000.0,0.046,ASK,113000.0,1543913070000003,1543913078991,4501000.0,999999999999,4500000.0,999999999999
2018-12-04 17:44:40,738, 1543913070000,4500000.0,0.046,ASK,113000.0,1543913070000003,1543913080222,4501000.0,999999999999,4500000.0,999999999999
2018-12-04 17:44:41,363, 1543913070000,4500000.0,0.046,ASK,113000.0,1543913070000003,1543913080835,4501000.0,999999999999,4500000.0,999999999999
2018-12-04 17:44:41,993, 1543913081000,4501000.0,0.087,BID,114000.0,1543913081000000,1543913081341,4501000.0,999999999999,4500000.0,999999999999
2018-12-04 17:44:42,613, 1543913081000,4501000.0,0.087,BID,114000.0,1543913081000000,1543913082550,4501000.0,999999999999,4500000.0,999999999999
2018-12-04 17:44:43,258, 1543913082000,4501000.0,0.058,BID,114000.0,1543913082000000,1543913083132,4501000.0,999999999999,4500000.0,999999999999
2018-12-04 17:44:43,951, 1543913083000,4501000.0,0.038,BID,114000.0,1543913083000000,1543913083712,4501000.0,999999999999,4500000.0,999999999999
2018-12-04 17:44:44,577, 1543913084000,4500000.0,0.04,ASK,113000.0,1543913084000000,1543913084218,4501000.0,999999999999,4500000.0,999999999999
2018-12-04 17:44:45,200, 1543913084000,4500000.0,0.04,ASK,113000.0,1543913084000000,1543913084854,4501000.0,999999999999,4500000.0,999999999999
2018-12-04 17:44:45,818, 1543913085000,4501000.0,0.008,BID,114000.0,1543913085000001,1543913085343,4501000.0,999999999999,4500000.0,999999999999
2018-12-04 17:44:46,527, 1543913086000,4501000.0,0.017,BID,114000.0,1543913086000000,1543913086466,4501000.0,999999999999,4500000.0,999999999999
2018-12-04 17:44:47,149, 1543913086000,4501000.0,0.017,BID,114000.0,1543913086000000,1543913087065,4501000.0,999999999999,4500000.0,999999999999
2018-12-04 17:44:47,777, 1543913087000,4501000.0,0.009,BID,114000.0,1543913087000000,1543913087630,4501000.0,999999999999,4500000.0,999999999999
2018-12-04 17:44:48,393, 1543913087000,4501000.0,0.009,BID,114000.0,1543913087000000,1543913088142,4501000.0,999999999999,4500000.0,999999999999
2018-12-04 17:44:49,081, 1543913087000,4501000.0,0.009,BID,114000.0,1543913087000000,1543913088691,4501000.0,999999999999,4500000.0,999999999999
2018-12-04 17:44:49,731, 1543913089000,4501000.0,0.02856934,BID,114000.0,1543913089000000,1543913089177,4501000.0,999999999999,4500000.0,999999999999
2018-12-04 17:44:50,348, 1543913089000,4501000.0,0.02856934,BID,114000.0,1543913089000000,1543913089881,4501000.0,999999999999,4500000.0,999999999999
2018-12-04 17:44:51,124, 1543913089000,4501000.0,0.02856934,BID,114000.0,1543913089000000,1543913090881,4501000.0,999999999999,4500000.0,999999999999
2018-12-04 17:45:11,096, 1543913102000,4501000.0,0.04443457,BID,114000.0,1543913102000000,1543913110900,4501000.0,999999999999,4500000.0,999999999999
2018-12-04 17:45:30,967, 1543913130000,4498000.0,0.04,ASK,111000.0,1543913130000000,1543913130631,4500000.0,999999999999,4498000.0,999999999999
2018-12-04 17:45:31,602, 1543913130000,4498000.0,0.04,ASK,111000.0,1543913130000000,1543913131250,4500000.0,999999999999,4498000.0,999999999999
2018-12-04 17:45:32,245, 1543913130000,4498000.0,0.00396525,ASK,111000.0,1543913130000001,1543913131801,4500000.0,999999999999,4498000.0,999999999999
2018-12-04 17:45:32,882, 1543913132000,4500000.0,0.04071926,BID,113000.0,1543913132000000,1543913132325,4500000.0,999999999999,4498000.0,999999999999
2018-12-04 17:45:33,548, 1543913132000,4500000.0,0.04071926,BID,113000.0,1543913132000000,1543913133475,4500000.0,999999999999,4498000.0,999999999999
2018-12-04 17:45:34,199, 1543913132000,4500000.0,0.04071926,BID,113000.0,1543913132000000,1543913134143,4500000.0,999999999999,4498000.0,999999999999
2018-12-04 17:45:53,964, 1543913151000,4499000.0,0.00058615,ASK,112000.0,1543913151000000,1543913153521,4500000.0,999999999999,4499000.0,999999999999
2018-12-04 17:45:54,574, 1543913151000,4499000.0,0.00058615,ASK,112000.0,1543913151000000,1543913154181,4500000.0,999999999999,4499000.0,999999999999
2018-12-04 17:45:55,186, 1543913151000,4499000.0,0.00058615,ASK,112000.0,1543913151000000,1543913154756,4500000.0,999999999999,4499000.0,999999999999
2018-12-04 17:45:55,787, 1543913151000,4499000.0,0.00058615,ASK,112000.0,1543913151000000,1543913155265,4500000.0,999999999999,4499000.0,999999999999
2018-12-04 17:46:15,550, 1543913151000,4499000.0,0.00058615,ASK,112000.0,1543913151000000,1543913175301,4499000.0,999999999999,4498000.0,999999999999
2018-12-04 17:46:16,156, 1543913175000,4498000.0,1.9296909,ASK,111000.0,1543913175000000,1543913175808,4499000.0,999999999999,4498000.0,999999999999
2018-12-04 17:46:16,779, 1543913175000,4498000.0,1.9296909,ASK,111000.0,1543913175000000,1543913176305,4499000.0,999999999999,4498000.0,999999999999
2018-12-04 17:46:17,399, 1543913175000,4498000.0,1.9296909,ASK,111000.0,1543913175000000,1543913176902,4499000.0,999999999999,4498000.0,999999999999
2018-12-04 17:46:18,017, 1543913175000,4498000.0,1.9296909,ASK,111000.0,1543913175000000,1543913177620,4499000.0,999999999999,4498000.0,999999999999
2018-12-04 17:46:18,630, 1543913175000,4498000.0,1.9296909,ASK,111000.0,1543913175000000,1543913178189,4499000.0,999999999999,4498000.0,999999999999
2018-12-04 17:46:19,244, 1543913175000,4498000.0,1.9296909,ASK,111000.0,1543913175000000,1543913178898,4499000.0,999999999999,4498000.0,999999999999
2018-12-04 17:46:19,860, 1543913175000,4498000.0,1.9296909,ASK,111000.0,1543913175000000,1543913179543,4499000.0,999999999999,4498000.0,999999999999
2018-12-04 17:46:20,483, 1543913175000,4498000.0,1.9296909,ASK,111000.0,1543913175000000,1543913179898,4499000.0,999999999999,4498000.0,999999999999
2018-12-04 17:46:21,095, 1543913175000,4498000.0,1.9296909,ASK,111000.0,1543913175000000,1543913180608,4499000.0,999999999999,4498000.0,999999999999
2018-12-04 17:46:21,712, 1543913180000,4498000.0,0.54098189,ASK,111000.0,1543913180000001,1543913181156,4499000.0,999999999999,4498000.0,999999999999
2018-12-04 17:46:22,319, 1543913180000,4498000.0,0.54098189,ASK,111000.0,1543913180000001,1543913181899,4499000.0,999999999999,4498000.0,999999999999
2018-12-04 17:46:22,919, 1543913182000,4498000.0,0.09259236,ASK,111000.0,1543913182000000,1543913182369,4499000.0,999999999999,4498000.0,999999999999
2018-12-04 17:46:23,534, 1543913182000,4498000.0,0.09259236,ASK,111000.0,1543913182000000,1543913183236,4499000.0,999999999999,4498000.0,999999999999
2018-12-04 17:46:24,156, 1543913182000,4498000.0,0.09259236,ASK,111000.0,1543913182000000,1543913183838,4499000.0,999999999999,4498000.0,999999999999
2018-12-04 17:46:24,774, 1543913182000,4498000.0,0.09259236,ASK,111000.0,1543913182000000,1543913184447,4499000.0,999999999999,4498000.0,999999999999
2018-12-04 17:46:25,383, 1543913182000,4498000.0,0.09259236,ASK,111000.0,1543913182000000,1543913184978,4499000.0,999999999999,4498000.0,999999999999
2018-12-04 17:46:25,994, 1543913182000,4498000.0,0.09259236,ASK,111000.0,1543913182000000,1543913185462,4499000.0,999999999999,4498000.0,999999999999
2018-12-04 17:46:26,608, 1543913182000,4498000.0,0.09259236,ASK,111000.0,1543913182000000,1543913186575,4499000.0,999999999999,4498000.0,999999999999
2018-12-04 17:46:27,230, 1543913182000,4498000.0,0.09259236,ASK,111000.0,1543913182000000,1543913187099,4499000.0,999999999999,4498000.0,999999999999
2018-12-04 17:46:27,857, 1543913182000,4498000.0,0.09259236,ASK,111000.0,1543913182000000,1543913187650,4499000.0,999999999999,4498000.0,999999999999
2018-12-04 17:46:47,628, 1543913193000,4499000.0,0.16,BID,112000.0,1543913193000000,1543913207361,4499000.0,999999999999,4498000.0,999999999999
2018-12-04 17:46:48,239, 1543913193000,4499000.0,0.16,BID,112000.0,1543913193000000,1543913208132,4499000.0,999999999999,4498000.0,999999999999
2018-12-04 17:46:48,851, 1543913193000,4499000.0,0.16,BID,112000.0,1543913193000000,1543913208679,4499000.0,999999999999,4498000.0,999999999999
2018-12-04 17:46:49,481, 1543913193000,4499000.0,0.16,BID,112000.0,1543913193000000,1543913209329,4499000.0,999999999999,4498000.0,999999999999
2018-12-04 17:46:50,099, 1543913193000,4499000.0,0.16,BID,112000.0,1543913193000000,1543913209959,4499000.0,999999999999,4498000.0,999999999999
2018-12-04 17:46:50,703, 1543913210000,4498000.0,0.51976569,ASK,111000.0,1543913210000000,1543913210427,4499000.0,999999999999,4498000.0,999999999999
2018-12-04 17:46:51,344, 1543913210000,4498000.0,0.51976569,ASK,111000.0,1543913210000000,1543913210950,4499000.0,999999999999,4498000.0,999999999999
2018-12-04 17:46:51,953, 1543913210000,4498000.0,0.51976569,ASK,111000.0,1543913210000000,1543913211699,4499000.0,999999999999,4498000.0,999999999999
2018-12-04 17:46:52,563, 1543913210000,4498000.0,0.51976569,ASK,111000.0,1543913210000000,1543913212295,4499000.0,999999999999,4498000.0,999999999999
2018-12-04 17:46:53,171, 1543913212000,4498000.0,0.07128578,ASK,111000.0,1543913212000000,1543913212838,4499000.0,999999999999,4498000.0,999999999999
2018-12-04 17:46:53,792, 1543913212000,4498000.0,0.07128578,ASK,111000.0,1543913212000000,1543913213505,4499000.0,999999999999,4498000.0,999999999999
2018-12-04 17:46:54,405, 1543913212000,4498000.0,0.07128578,ASK,111000.0,1543913212000000,1543913214044,4499000.0,999999999999,4498000.0,999999999999
2018-12-04 17:46:55,027, 1543913212000,4498000.0,0.07128578,ASK,111000.0,1543913212000000,1543913214568,4499000.0,999999999999,4498000.0,999999999999
2018-12-04 17:46:55,639, 1543913212000,4498000.0,0.07128578,ASK,111000.0,1543913212000000,1543913215148,4499000.0,999999999999,4498000.0,999999999999
2018-12-04 17:46:56,259, 1543913212000,4498000.0,0.07128578,ASK,111000.0,1543913212000000,1543913215939,4499000.0,999999999999,4498000.0,999999999999
2018-12-04 17:46:56,868, 1543913212000,4498000.0,0.07128578,ASK,111000.0,1543913212000000,1543913216610,4499000.0,999999999999,4498000.0,999999999999
2018-12-04 17:46:57,522, 1543913212000,4498000.0,0.07128578,ASK,111000.0,1543913212000000,1543913217148,4499000.0,999999999999,4498000.0,999999999999
2018-12-04 17:46:58,132, 1543913212000,4498000.0,0.07128578,ASK,111000.0,1543913212000000,1543913217703,4499000.0,999999999999,4498000.0,999999999999
2018-12-04 17:46:58,743, 1543913212000,4498000.0,0.07128578,ASK,111000.0,1543913212000000,1543913218294,4499000.0,999999999999,4498000.0,999999999999
2018-12-04 17:46:59,349, 1543913218000,4498000.0,0.18443198,ASK,111000.0,1543913218000000,1543913218910,4499000.0,999999999999,4498000.0,999999999999
2018-12-04 17:46:59,953, 1543913218000,4498000.0,0.18443198,ASK,111000.0,1543913218000000,1543913219412,4499000.0,999999999999,4498000.0,999999999999
2018-12-04 17:47:00,561, 1543913218000,4498000.0,0.18443198,ASK,111000.0,1543913218000000,1543913219939,4499000.0,999999999999,4498000.0,999999999999
2018-12-04 17:47:01,175, 1543913218000,4498000.0,0.18443198,ASK,111000.0,1543913218000000,1543913220718,4499000.0,999999999999,4498000.0,999999999999
2018-12-04 17:47:01,787, 1543913218000,4498000.0,0.18443198,ASK,111000.0,1543913218000000,1543913221225,4499000.0,999999999999,4498000.0,999999999999
2018-12-04 17:47:02,474, 1543913218000,4498000.0,0.18443198,ASK,111000.0,1543913218000000,1543913221846,4499000.0,999999999999,4498000.0,999999999999
2018-12-04 17:47:03,090, 1543913222000,4498000.0,0.05031075,ASK,111000.0,1543913222000000,1543913222597,4499000.0,999999999999,4498000.0,999999999999
2018-12-04 17:47:03,702, 1543913223000,4499000.0,0.009,BID,112000.0,1543913223000000,1543913223116,4499000.0,999999999999,4498000.0,999999999999
2018-12-04 17:47:04,320, 1543913223000,4499000.0,0.009,BID,112000.0,1543913223000000,1543913224275,4500000.0,999999999999,4498000.0,999999999999
2018-12-04 17:47:04,941, 1543913223000,4499000.0,0.009,BID,112000.0,1543913223000000,1543913224275,4500000.0,999999999999,4498000.0,999999999999
2018-12-04 17:47:24,735, 1543913223000,4499000.0,0.009,BID,112000.0,1543913223000000,1543913244446,4500000.0,999999999999,4499000.0,999999999999
2018-12-04 17:47:25,354, 1543913241000,4500000.0,0.06270398,BID,113000.0,1543913241000000,1543913244446,4500000.0,999999999999,4499000.0,999999999999
2018-12-04 17:47:25,963, 1543913241000,4500000.0,0.06270398,BID,113000.0,1543913241000000,1543913245894,4500000.0,999999999999,4499000.0,999999999999
2018-12-04 17:47:26,576, 1543913241000,4500000.0,0.06270398,BID,113000.0,1543913241000000,1543913246447,4500000.0,999999999999,4499000.0,999999999999
2018-12-04 17:47:27,245, 1543913241000,4500000.0,0.06270398,BID,113000.0,1543913241000000,1543913246983,4500000.0,999999999999,4499000.0,999999999999
